# epsilon=0.01, omega1=1, omega2=1.6180339887498949
theta1,theta2,phi1,phi2,I1,I2,u1,u2,v1,v2,E1,E2,E3,E4,H
0.098174770424681035,0.58904862254808621,0.10904266367354033,0.5747522910108489,1.0046168563585858,1.5985100939961994,0.010867893248859301,-0.014296331537237307,0.0046168563585858476,-0.019523894753695425,1.3877787807814457e-16,0,6.9388939039072284e-18,4.3715031594615539e-16,1.8095136828853917
0.098174770424681035,0.68722339297276724,0.11113766319731452,0.67045413111887109,1.0038144075372717,1.5996512864601236,0.012962892772633492,-0.016769261853896131,0.0038144075372717546,-0.018382702289771267,2.0122792321330962e-16,-2.2204460492503131e-16,1.4051260155412137e-16,-3.1918911957973251e-16,1.8095136828853919
0.098174770424681035,0.78539816339744828,0.11309803919248312,0.76631615388133512,1.0028811889683833,1.600966087898456,0.014923268767802094,-0.019082009516113125,0.0028811889683833043,-0.017067900851438892,6.1409211049578971e-16,-2.2204460492503131e-16,4.163336342344337e-17,1.6653345369377348e-16,1.8095136828853919
0.098174770424681035,0.88357293382212931,0.11490477975603483,0.86236067965369034,1.0018252424410468,1.6024431626627462,0.016730009331353792,-0.021212254168438957,0.0018252424410466759,-0.015590826087148785,3.5041414214731503e-16,2.2204460492503131e-16,2.5673907444456745e-16,-3.4694469519536142e-18,1.8095136828853922
0.098174770424681035,0.98174770424681035,0.11654037435636792,0.95860831720836226,1.0006557583112676,1.6040696562057235,0.018365603931686889,-0.023139387038448117,0.00065575831126773185,-0.01396433254417132,1.5265566588595902e-16,0,-9.7144514654701197e-17,2.4633073358870661e-16,1.8095136828853917
0.098174770424681035,1.0799224746714913,0.11798898668704501,1.0550777611875086,0.99938302468596896,1.6058312665135879,0.019814216262363973,-0.024844713483982674,-0.00061697531403098846,-0.012202722236307063,3.7470027081099033e-16,-2.2204460492503131e-16,1.9428902930940239e-16,-1.3877787807814457e-16,1.8095136828853919
0.098174770424681035,1.1780972450961724,0.1192366101066904,1.1517856063164389,0.99801836592610738,1.6077123296295279,0.021061839682009371,-0.026311638779733623,-0.001981634073892599,-0.010321659120366918,4.5449755070592346e-16,0,-1.4918621893400541e-16,3.0531133177191805e-16,1.8095136828853919
0.098174770424681035,1.2762720155208536,0.12027120403903342,1.2487461804744913,0.99657406960488915,1.6096959204418502,0.022096433614352384,-0.027525835046362326,-0.0034259303951108696,-0.0083380683080447153,2.3071822230491534e-16,-2.2204460492503131e-16,1.3530843112619095e-16,-6.2450045135165055e-17,1.8095136828853919
0.098174770424681035,1.3744467859455345,0.12108280998139405,1.3459713985820245,0.99506330122918174,1.6117639696922463,0.022908039556713018,-0.028475387363510071,-0.004936698770818297,-0.0062700190576485725,2.9490299091605721e-16,0,-1.8388068845354155e-16,3.4694469519536142e-16,1.8095136828853919
0.098174770424681035,1.4726215563702154,0.12166364606305075,1.4434706390793708,0.99350000626526247,1.6138973978584843,0.023488875638369718,-0.029150917290844618,-0.0064999937347375043,-0.0041365908914107142,4.0679265511656126e-16,-2.2204460492503131e-16,-3.1225022567582528e-17,3.4694469519536142e-17,1.8095136828853922
