# epsilon=0.029999999999999999, omega1=1, omega2=1.6180339887498949
theta1,theta2,phi1,phi2,I1,I2,u1,u2,v1,v2,E1,E2,E3,E4,H
0,0,-3.1116190303800013e-17,6.3880249656999846e-17,1.0214200975492738,1.5503816917655437,-3.1116190303800013e-17,6.3880249656999846e-17,0.021420097549273789,-0.067652296984351198,-3.8857805861880479e-16,4.4408920985006262e-16,-1.2865406208018529e-15,1.9683134898155817e-15,1.8134912029196788
0,0.098174770424681035,0.0072753416632804473,0.089253077677341752,1.0211910963545989,1.550675033919414,0.0072753416632804473,-0.0089216927473392757,0.021191096354598891,-0.067358954830480974,-7.9103390504542404e-16,6.6613381477509392e-16,1.6818144099595145e-15,-4.1112946380650328e-16,1.8134912029196806
0,0.19634954084936207,0.01445862472044753,0.178603429922194,1.0205050038728158,1.551553782818349,0.01445862472044753,-0.01774611092716807,0.020505003872815883,-0.066480205931545813,-9.7144514654701197e-16,6.6613381477509392e-16,-2.7547408798511697e-15,2.5222879340702775e-15,1.813491202919681
0,0.2945243112740431,0.021458879641270162,0.26814771676165078,1.0193646469351947,1.5530140243684738,0.021458879641270162,-0.026376594512392305,0.019364646935194629,-0.065019964381421005,-8.7430063189231078e-16,4.4408920985006262e-16,-3.677613769070831e-16,2.0816681711721685e-16,1.8134912029196788
0,0.39269908169872414,0.02818741919973685,0.3579812411120234,1.0177750381610466,1.5550489701177148,0.02818741919973685,-0.03471784058670075,0.017775038161046579,-0.062985018632180062,-6.106226635438361e-16,2.2204460492503131e-16,1.0998146837692957e-15,-1.1102230246251565e-16,1.8134912029196797
0,0.49087385212340517,0.034559240587479993,0.44819696214951971,1.0157437940819918,1.5576485803115516,0.034559240587479993,-0.042676889973885475,0.015743794081991693,-0.060385408438343252,-4.8572257327350599e-16,1.3322676295501878e-15,1.5265566588595902e-16,1.1449174941446927e-15,1.8134912029196815
0,0.58904862254808621,0.040494718907998058,0.53888418174650754,1.0132816615425762,1.5607990725989924,0.040494718907998058,-0.05016444080157869,0.013281661542576238,-0.057234916150902405,-2.0816681711721685e-15,1.3322676295501878e-15,-2.3939183968479938e-15,2.4633073358870661e-15,1.813491202919679
0,0.68722339297276724,0.045921605413230981,0.63012688351562718,1.0104031059751548,1.5644823479287102,0.045921605413230981,-0.057096509457140114,0.010403105975154833,-0.053551640821184701,-5.8286708792820718e-16,6.6613381477509392e-16,1.7069679003611782e-15,-1.1934897514720433e-15,1.813491202919679
0,0.78539816339744828,0.050777226752676922,0.72200179278565269,1.0071269077205596,1.5686753762437249,0.050777226752676922,-0.06339637061179558,0.0071269077205596033,-0.049358612506170046,-1.1518563880485999e-15,6.6613381477509392e-16,4.9266146717741321e-16,8.6042284408449632e-16,1.8134912029196812
0,0.88357293382212931,0.055010644172840205,0.81457632544568814,1.003476700403876,1.5733496024562947,0.055010644172840205,-0.068996608376441129,0.0034767004038760868,-0.044684386293600192,-6.5225602696727947e-16,8.8817841970012523e-16,-1.0130785099704553e-15,1.1657341758564144e-15,1.8134912029196801
0,0.98174770424681035,0.058584419960444875,0.90790668012049802,0.99948137082913324,1.5784704541184109,0.058584419960444875,-0.073841024126312382,-0.00051862917086674572,-0.039563534631483953,-2.6090241078691179e-15,1.5543122344752192e-15,-1.9428902930940239e-16,8.7430063189231078e-16,1.8134912029196786
0,1.0799224746714913,0.06147560224336969,1.002036373097198,0.99517523249520512,1.5839970458760715,0.06147560224336969,-0.077886101574293209,-0.0048247675047949279,-0.034036942873823528,-1.1102230246251565e-15,2.2204460492503131e-16,1.9984014443252818e-15,-9.1593399531575415e-16,1.8134912029196815
0,1.1780972450961724,0.063675617369170337,1.0969954904932191,0.99059789730342152,1.5898821692537881,0.063675617369170337,-0.081101754602953435,-0.0094021026965785126,-0.028151819496106751,-6.4184768611141862e-16,1.5543122344752192e-15,-1.5543122344752192e-15,1.762479051592436e-15,1.8134912029196801
0,1.2762720155208536,0.065188958500046051,1.1928008219541115,0.98579380984078946,1.5960726214502285,0.065188958500046051,-0.08347119356674193,-0.014206190159210574,-0.021961367299666457,-1.1206313654810174e-15,4.4408920985006262e-16,1.1796119636642288e-15,-2.6367796834847468e-16,1.8134912029196788
0,1.3744467859455345,0.066030834074817413,1.2894568609987482,0.98081147014676873,1.6025098680019025,0.066030834074817413,-0.084989924946786241,-0.019188529853231225,-0.015524120747992377,-2.3227947343329447e-15,1.5543122344752192e-15,7.0776717819853729e-16,-4.5796699765787707e-16,1.8134912029196806
0,1.4726215563702154,0.066224195029743152,1.3869574639008395,0.97570243409334823,1.6091309700090908,0.066224195029743152,-0.085664092469375869,-0.024297565906651816,-0.0089030187408040938,6.0715321659188248e-17,-8.8817841970012523e-16,4.7184478546569153e-16,9.5756735873919752e-16,1.8134912029196806
0,1.5707963267948966,0.065796692950705588,1.4852878239930511,0.97052022019794815,1.61586966192186,0.065796692950705588,-0.085508502801845479,-0.029479779802051891,-0.0021643268280348749,-1.9862583799934441e-15,2.2204460492503131e-15,-4.8572257327350599e-16,3.7470027081099033e-16,1.8134912029196786
0,1.6689710972195777,0.064778083446861381,1.584426390678515,0.96531925202415902,1.6226574576157038,0.064778083446861381,-0.08454470654106272,-0.034680747975840934,0.0046234688658088764,-3.8163916471489756e-17,-8.8817841970012523e-16,2.2204460492503131e-15,-1.1934897514720433e-15,1.8134912029196799
0,1.7671458676442586,0.063198412415144817,1.6843464403398878,0.96015392904718877,1.629424690147995,0.063198412415144817,-0.082799427304370898,-0.039846070952811216,0.011390701398099973,-3.0045410603918299e-15,1.7763568394002505e-15,5.5511151231257827e-17,3.0531133177191805e-16,1.813491202919681
0,1.8653206380689396,0.061087094586594601,1.7850171442110481,0.95507786419191099,1.6361014382615162,0.061087094586594601,-0.080303493857891525,-0.044922135808089056,0.018067449511621252,2.7061686225238191e-16,-6.6613381477509392e-16,6.5225602696727947e-16,3.3306690738754696e-16,1.8134912029196792
0,1.9634954084936207,0.058472798858906334,1.8864041197740113,0.95014327536362453,1.6426183398105878,0.058472798858906334,-0.077091288719609366,-0.049856724636375527,0.024584351060692879,-1.1449174941446927e-15,1.9984014443252818e-15,1.2351231148954867e-15,-7.9103390504542404e-16,1.8134912029196797
0,2.0616701789183018,0.055383936738705571,1.9884695589787857,0.94540048668491972,1.6489073239515839,0.055383936738705571,-0.073200619939516001,-0.054599513315080304,0.030873335201688931,-2.7061686225238191e-16,-2.2204460492503131e-16,1.4849232954361469e-15,8.3266726846886741e-17,1.8134912029196812
0,2.1598449493429825,0.051849507770561978,2.0911720858741631,0.9408974875327154,1.6549023050557283,0.051849507770561978,-0.068672863468819359,-0.059102512467284631,0.036868316305833482,-1.3392065234540951e-15,2.4424906541753444e-15,1.3877787807814457e-16,-5.8286708792820718e-16,1.8134912029196792
